Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0174838, 0.5530818, -0.3797321, 1.487664, Tracked, 0.5838199, -0.05401182, 1.566309, Tracked, 0.606629, 0.257989, 1.630832, Tracked, 0.6743047, 0.3829238, 1.65152, Tracked, 0.4285871, 0.1557622, 1.593815, Tracked, 0.3103326, -0.04795666, 1.565302, Tracked, 0.344829, -0.2188386, 1.445849, Tracked, 0.377567, -0.2742362, 1.41628, Tracked, 0.7771036, 0.08987335, 1.615735, Tracked, 0.8031374, -0.1078814, 1.592859, Tracked, 0.767714, -0.2423623, 1.459419, Tracked, 0.7337528, -0.2782429, 1.424002, Tracked, 0.4565221, -0.3547678, 1.446741, Tracked, 0.382432, -0.6422519, 1.375581, Tracked, 0.3043988, -0.9980121, 1.325756, Inferred, 0.297395, -1.009199, 1.193835, Inferred, 0.6232157, -0.3866787, 1.457968, Tracked, 0.6274992, -0.6540368, 1.412852, Tracked, 0.6521891, -1.042317, 1.392926, Inferred, 0.6577855, -1.061076, 1.26647, Inferred, 0.6019231, 0.1817404, 1.616967, Tracked, 0.3921165, -0.3251134, 1.348541, Tracked, 0.3395323, -0.3148659, 1.45732, Tracked, 0.7091899, -0.3372537, 1.381151, Tracked, 0.6779296, -0.256281, 1.388333, Tracked,
Kinect 2: 8.0502098, 0.893378, -0.6088285, 1.571679, Tracked, 0.9375759, -0.2665109, 1.56095, Tracked, 0.9798765, 0.05491984, 1.547306, Tracked, 0.9917137, 0.01606129, 1.489047, Tracked, 0.8995947, -0.01836039, 1.514985, Inferred, 0.85082, -0.2250852, 1.358139, Tracked, 0.8320795, -0.4446789, 1.226072, Tracked, 0.8080906, -0.5090803, 1.196738, Inferred, 1.054183, -0.0793939, 1.522965, Inferred, 1.03895, -0.3227018, 1.535887, Inferred, 1.197868, -0.4454754, 1.503186, Inferred, 1.253116, -0.4870829, 1.495735, Inferred, 0.7831231, -0.5917962, 1.505666, Tracked, 0.931588, -0.7679001, 1.30309, Inferred, 1.12989, -0.9958078, 1.088342, Inferred, 1.129933, -0.9903793, 0.9618533, Inferred, 0.96724, -0.6012965, 1.574189, Tracked, 0.9573036, -0.8021588, 1.674011, Inferred, 0.9719704, -1.153724, 1.889736, Inferred, 0.9714513, -1.225785, 1.814095, Inferred, 0.970955, -0.02086264, 1.554907, Tracked, 0.8030024, -0.5578018, 1.15206, Inferred, 0.7766477, -0.5177392, 1.237308, Tracked, 1.261457, -0.4580758, 1.500594, Inferred, 1.230793, -0.4308759, 1.483726, Inferred,
Kinect 2: 8.0836339, 0.8020213, -0.6301851, 1.548359, Tracked, 0.864348, -0.3270182, 1.554698, Tracked, 0.916629, -0.03231218, 1.546938, Tracked, 0.9871111, -0.01813248, 1.486272, Tracked, 0.8694759, -0.1511857, 1.432791, Tracked, 0.835556, -0.3532201, 1.267235, Tracked, 0.8261147, -0.5609539, 1.160798, Inferred, 0.7906883, -0.6015972, 1.163179, Inferred, 0.9911118, -0.166886, 1.521913, Inferred, 0.976236, -0.4092567, 1.53437, Inferred, 1.135556, -0.5313643, 1.501545, Inferred, 1.190817, -0.5729518, 1.494084, Inferred, 0.7043551, -0.5958251, 1.448981, Tracked, 0.9559298, -0.6963331, 1.33855, Inferred, 1.279476, -0.8331149, 1.238577, Inferred, 1.329554, -0.8330232, 1.138431, Inferred, 0.8660954, -0.6383981, 1.583407, Tracked, 0.9152982, -0.8557799, 1.624715, Inferred, 1.024837, -1.236027, 1.744531, Inferred, 1.076887, -1.258835, 1.651289, Inferred, 0.9051455, -0.1048554, 1.551171, Tracked, 0.7410913, -0.6418259, 1.128646, Tracked, 0.7763684, -0.601952, 1.200286, Tracked, 1.199449, -0.5434547, 1.498893, Inferred, 1.169144, -0.5156224, 1.481942, Inferred,
Kinect 2: 8.1166395, 0.8908772, -0.6613684, 1.53624, Tracked, 0.9155974, -0.3450773, 1.520482, Tracked, 0.9305609, -0.03654781, 1.490518, Tracked, 1.068481, -0.01842191, 1.488844, Inferred, 0.8827288, -0.154182, 1.405008, Tracked, 0.8356435, -0.3710815, 1.264832, Tracked, 0.8271419, -0.5620076, 1.162085, Inferred, 0.8101028, -0.5933844, 1.160913, Inferred, 1.004907, -0.1711927, 1.465486, Inferred, 0.9007486, -0.3612108, 1.314135, Tracked, 0.8111758, -0.5784866, 1.211022, Tracked, 0.7845701, -0.6159249, 1.192119, Tracked, 0.7818636, -0.6445917, 1.472405, Tracked, 0.9846268, -0.7897438, 1.307898, Inferred, 1.249654, -0.9813754, 1.140198, Inferred, 1.284058, -0.9796817, 1.02914, Inferred, 0.9633652, -0.6512849, 1.537584, Tracked, 1.015776, -0.8402456, 1.632679, Inferred, 1.134067, -1.174093, 1.840402, Inferred, 1.182381, -1.2109, 1.752695, Inferred, 0.9283972, -0.1125595, 1.500329, Tracked, 0.799074, -0.6376595, 1.132802, Inferred, 0.7996577, -0.617954, 1.160286, Tracked, 0.7591555, -0.6764693, 1.147303, Inferred, 0.7609832, -0.6517717, 1.206733, Tracked,
Kinect 2: 8.151446, 0.8938128, -0.662149, 1.538536, Tracked, 0.9177405, -0.3450181, 1.520806, Tracked, 0.9328699, -0.03575245, 1.489354, Tracked, 1.067764, -0.03833896, 1.477734, Inferred, 0.8837199, -0.1544162, 1.404207, Tracked, 0.8372181, -0.3741362, 1.268806, Tracked, 0.8300849, -0.5645095, 1.165684, Inferred, 0.812576, -0.596657, 1.164764, Inferred, 1.007206, -0.1703999, 1.464326, Inferred, 0.9019187, -0.3606685, 1.314094, Tracked, 0.8113356, -0.5743569, 1.203839, Tracked, 0.7924922, -0.6122149, 1.18601, Inferred, 0.7842619, -0.6456695, 1.475369, Tracked, 0.9869286, -0.7907755, 1.310699, Inferred, 1.251891, -0.9823709, 1.14277, Inferred, 1.285772, -0.9810432, 1.031429, Inferred, 0.9669219, -0.6518233, 1.539344, Tracked, 1.01764, -0.8436614, 1.63101, Inferred, 1.133169, -1.182267, 1.832996, Inferred, 1.179979, -1.219061, 1.743861, Inferred, 0.9305781, -0.111986, 1.499595, Tracked, 0.8077295, -0.6495686, 1.143404, Inferred, 0.8153058, -0.6144978, 1.164846, Inferred, 0.7368837, -0.6861687, 1.159982, Inferred, 0.7768412, -0.6251984, 1.208083, Tracked,
Kinect 2: 8.1835493, 0.897335, -0.6619369, 1.540676, Tracked, 0.9238628, -0.3448332, 1.520058, Tracked, 0.9434842, -0.03546328, 1.483527, Tracked, 1.075664, -0.05295317, 1.468633, Inferred, 0.8848545, -0.1549473, 1.403997, Tracked, 0.8386076, -0.3764964, 1.271888, Tracked, 0.8299631, -0.5643206, 1.165802, Inferred, 0.8126503, -0.5972704, 1.165767, Inferred, 1.017769, -0.1701088, 1.458514, Inferred, 0.9068982, -0.360451, 1.312472, Tracked, 0.8140849, -0.5723274, 1.200271, Tracked, 0.7956929, -0.6092672, 1.179603, Inferred, 0.786147, -0.6456627, 1.47681, Tracked, 0.9894884, -0.7930733, 1.316477, Inferred, 1.255391, -0.987538, 1.153905, Inferred, 1.284904, -0.9876592, 1.04004, Inferred, 0.9724054, -0.6513681, 1.542279, Tracked, 1.019158, -0.8477293, 1.628984, Inferred, 1.128181, -1.193783, 1.822666, Inferred, 1.168493, -1.233372, 1.73002, Inferred, 0.9399592, -0.1117141, 1.495285, Tracked, 0.8046925, -0.6435238, 1.14841, Inferred, 0.8297384, -0.6021724, 1.141182, Inferred, 0.762848, -0.6916651, 1.163576, Inferred, 0.7810066, -0.6030161, 1.211944, Tracked,
Kinect 2: 8.2162609, 0.9158201, -0.675586, 1.538815, Tracked, 0.9289303, -0.3503031, 1.520906, Tracked, 0.9425247, -0.03741508, 1.485676, Tracked, 1.072596, -0.05750932, 1.468211, Inferred, 0.8859876, -0.1556065, 1.40413, Tracked, 0.8405248, -0.3792232, 1.275736, Tracked, 0.8300365, -0.5643004, 1.165823, Inferred, 0.816209, -0.5946991, 1.168555, Inferred, 1.016814, -0.1720492, 1.460658, Inferred, 0.9071631, -0.3623299, 1.313633, Tracked, 0.8159443, -0.5745625, 1.200881, Tracked, 0.8122756, -0.5626099, 1.200774, Tracked, 0.8108881, -0.658175, 1.47719, Tracked, 1.008214, -0.8058025, 1.308094, Inferred, 1.267164, -1.000675, 1.134389, Inferred, 1.297284, -0.9989483, 1.021074, Inferred, 0.9851465, -0.6658612, 1.538836, Tracked, 1.053839, -0.9204856, 1.594598, Inferred, 1.159852, -1.246493, 1.69723, Inferred, 1.199487, -1.281733, 1.597745, Inferred, 0.9400867, -0.1139141, 1.496866, Tracked, 0.7889426, -0.6472105, 1.149044, Tracked, 0.8326384, -0.6263554, 1.1596, Inferred, 0.7675236, -0.6225946, 1.171654, Tracked, 0.7859225, -0.5799792, 1.22628, Tracked,
Kinect 2: 8.2502801, 0.9269449, -0.6765645, 1.535587, Tracked, 0.9421441, -0.3511948, 1.516667, Tracked, 0.9487845, -0.03621668, 1.483327, Tracked, 1.073629, -0.07012082, 1.463191, Inferred, 0.8874095, -0.1563841, 1.404426, Tracked, 0.8422333, -0.3809346, 1.277804, Tracked, 0.8325759, -0.5657638, 1.170571, Inferred, 0.8178142, -0.5970764, 1.171341, Inferred, 1.023046, -0.170852, 1.45832, Inferred, 0.9114478, -0.3622473, 1.31436, Tracked, 0.8175269, -0.5734472, 1.201732, Tracked, 0.8161507, -0.5678906, 1.205759, Tracked, 0.816532, -0.6586874, 1.4764, Tracked, 1.014459, -0.8089649, 1.312074, Inferred, 1.2743, -1.007112, 1.144253, Inferred, 1.302719, -1.005365, 1.02989, Inferred, 1.001587, -0.6673815, 1.53224, Tracked, 1.065015, -0.9226772, 1.59095, Inferred, 1.164923, -1.249519, 1.69697, Inferred, 1.202075, -1.286578, 1.597047, Inferred, 0.9482707, -0.1133175, 1.494009, Tracked, 0.7965059, -0.6294373, 1.14125, Inferred, 0.8398789, -0.6134786, 1.1675, Inferred, 0.7761136, -0.6319951, 1.18346, Tracked, 0.8010473, -0.5492371, 1.24163, Tracked,
Kinect 2: 8.2845514, 0.9274126, -0.6775433, 1.536139, Tracked, 0.9436238, -0.3521049, 1.517051, Tracked, 0.9513534, -0.03638874, 1.483504, Tracked, 1.073477, -0.07565336, 1.462329, Inferred, 0.8889635, -0.1581675, 1.405388, Tracked, 0.844317, -0.3834524, 1.280117, Tracked, 0.8338023, -0.5670642, 1.172222, Inferred, 0.8201085, -0.5975567, 1.173554, Inferred, 1.025604, -0.1710195, 1.458501, Inferred, 0.913891, -0.3635835, 1.31634, Inferred, 0.8218629, -0.582182, 1.218754, Tracked, 0.8069928, -0.6182336, 1.201292, Tracked, 0.8169222, -0.659531, 1.477197, Tracked, 1.016264, -0.8086351, 1.313821, Inferred, 1.27784, -1.005368, 1.147174, Inferred, 1.305833, -1.003733, 1.032575, Inferred, 1.001857, -0.6684427, 1.532679, Tracked, 1.063346, -0.9237379, 1.593057, Inferred, 1.160885, -1.250601, 1.701116, Inferred, 1.197377, -1.288502, 1.601252, Inferred, 0.9507058, -0.1138261, 1.494245, Tracked, 0.8062003, -0.6395027, 1.168726, Tracked, 0.8391122, -0.6079561, 1.1665, Inferred, 0.7716213, -0.6962418, 1.152137, Inferred, 0.787312, -0.6394134, 1.221625, Tracked,
Kinect 2: 8.3165796, 0.9282609, -0.6790013, 1.540547, Tracked, 0.9447099, -0.3530622, 1.518284, Tracked, 0.9523677, -0.03681143, 1.483309, Tracked, 1.073189, -0.08059426, 1.463015, Inferred, 0.8904045, -0.1592536, 1.406709, Tracked, 0.8461231, -0.3850272, 1.28235, Tracked, 0.8379886, -0.5690327, 1.178341, Inferred, 0.823836, -0.6006338, 1.180221, Inferred, 1.026614, -0.1714393, 1.458306, Inferred, 0.9151807, -0.3647417, 1.317021, Inferred, 0.8226886, -0.5837111, 1.22085, Tracked, 0.8082135, -0.6209769, 1.204691, Tracked, 0.8167708, -0.6604902, 1.48123, Tracked, 1.022411, -0.8017769, 1.318894, Inferred, 1.291652, -0.988967, 1.153547, Inferred, 1.319211, -0.9875391, 1.038722, Inferred, 1.003466, -0.6705224, 1.537885, Tracked, 1.063176, -0.926167, 1.598829, Inferred, 1.158509, -1.25347, 1.707588, Inferred, 1.193929, -1.2922, 1.607491, Inferred, 0.9517633, -0.1144023, 1.494328, Tracked, 0.8017529, -0.6368782, 1.141162, Inferred, 0.8084385, -0.6014175, 1.186121, Tracked, 0.7653247, -0.649806, 1.164555, Tracked, 0.8128292, -0.6325661, 1.21675, Tracked,
Kinect 2: 8.350552, 0.9297204, -0.680249, 1.541279, Tracked, 0.9464309, -0.3540667, 1.519095, Tracked, 0.9538278, -0.03707437, 1.483795, Tracked, 1.072028, -0.08606159, 1.463482, Inferred, 0.8916914, -0.1605041, 1.407701, Tracked, 0.8475102, -0.3864532, 1.283706, Tracked, 0.8383043, -0.5684524, 1.178663, Inferred, 0.8264152, -0.6037646, 1.182026, Inferred, 1.028068, -0.1716982, 1.458794, Inferred, 0.9167151, -0.3657769, 1.318615, Inferred, 0.8239415, -0.5824733, 1.217158, Tracked, 0.8114141, -0.6202658, 1.199778, Tracked, 0.8184767, -0.6620625, 1.482543, Tracked, 1.023882, -0.8038408, 1.320505, Inferred, 1.292862, -0.9916547, 1.155513, Inferred, 1.320188, -0.9902874, 1.040563, Inferred, 1.004378, -0.6713523, 1.538188, Tracked, 1.062998, -0.9268656, 1.600356, Inferred, 1.157012, -1.254024, 1.710606, Inferred, 1.192146, -1.293249, 1.610637, Inferred, 0.9533874, -0.1149081, 1.494912, Tracked, 0.8105054, -0.6428433, 1.158188, Inferred, 0.8387244, -0.6128755, 1.177333, Inferred, 0.7746695, -0.6603145, 1.176065, Tracked, 0.8075756, -0.6419531, 1.210083, Tracked,
Kinect 2: 8.3825992, 0.932348, -0.6811697, 1.544574, Tracked, 0.9494165, -0.354713, 1.521514, Tracked, 0.956846, -0.03704958, 1.485114, Tracked, 1.069786, -0.09092382, 1.461849, Inferred, 0.893364, -0.1618281, 1.409564, Tracked, 0.8493412, -0.3879586, 1.285936, Tracked, 0.839097, -0.5684788, 1.178832, Inferred, 0.8257247, -0.5994397, 1.182685, Inferred, 1.031076, -0.1716669, 1.460119, Inferred, 0.9192555, -0.3658954, 1.320552, Inferred, 0.8259033, -0.5818831, 1.217977, Tracked, 0.8130701, -0.6171035, 1.202574, Tracked, 0.8215117, -0.6633372, 1.48737, Tracked, 1.025284, -0.8051627, 1.322476, Inferred, 1.292272, -0.9930064, 1.153926, Inferred, 1.318848, -0.9917964, 1.03862, Inferred, 1.006279, -0.6719409, 1.540187, Tracked, 1.063576, -0.9269493, 1.604746, Inferred, 1.155994, -1.253495, 1.717928, Inferred, 1.190613, -1.293669, 1.618219, Inferred, 0.9564714, -0.1151174, 1.496501, Tracked, 0.8216982, -0.6582182, 1.15944, Inferred, 0.8432047, -0.6017914, 1.17625, Inferred, 0.7536936, -0.6892281, 1.165104, Inferred, 0.7947285, -0.631688, 1.220333, Tracked,
Kinect 2: 8.4175768, 0.9331256, -0.6816168, 1.544426, Tracked, 0.9503931, -0.3553031, 1.521708, Tracked, 0.9579338, -0.03757353, 1.485576, Tracked, 1.070441, -0.09318314, 1.463084, Inferred, 0.8945629, -0.1624575, 1.410257, Tracked, 0.8505846, -0.3886486, 1.286762, Tracked, 0.842097, -0.5698878, 1.180772, Inferred, 0.828609, -0.600943, 1.182555, Inferred, 1.03216, -0.1721862, 1.460581, Inferred, 0.9205497, -0.3670337, 1.321796, Inferred, 0.8272678, -0.5826374, 1.218289, Tracked, 0.8144794, -0.619479, 1.203214, Tracked, 0.822445, -0.6636619, 1.48753, Tracked, 1.025971, -0.806447, 1.323462, Inferred, 1.29268, -0.9954724, 1.155932, Inferred, 1.319229, -0.9942899, 1.040599, Inferred, 1.006858, -0.6725059, 1.539737, Tracked, 1.063574, -0.9276542, 1.604364, Inferred, 1.155293, -1.254381, 1.717616, Inferred, 1.189767, -1.294654, 1.617891, Inferred, 0.9575744, -0.1157074, 1.496905, Tracked, 0.8232749, -0.6357319, 1.165521, Inferred, 0.8428348, -0.6038737, 1.184286, Inferred, 0.7692444, -0.6837199, 1.183763, Inferred, 0.7779582, -0.5955314, 1.224, Tracked,
Kinect 2: 8.4504072, 0.9343026, -0.6824222, 1.544462, Tracked, 0.9515626, -0.3560309, 1.522072, Tracked, 0.959003, -0.03803288, 1.486117, Tracked, 1.071378, -0.09472302, 1.464287, Inferred, 0.8955655, -0.1632313, 1.411187, Tracked, 0.8517601, -0.3895847, 1.287999, Tracked, 0.8422049, -0.5700922, 1.180934, Inferred, 0.8242768, -0.595933, 1.176413, Inferred, 1.033225, -0.1726411, 1.461124, Inferred, 0.9214969, -0.3677077, 1.32278, Inferred, 0.8278778, -0.5827246, 1.218254, Tracked, 0.8114165, -0.6208256, 1.204666, Tracked, 0.8237597, -0.6644674, 1.487803, Tracked, 1.027149, -0.8082857, 1.324902, Inferred, 1.293724, -0.9985937, 1.15881, Inferred, 1.320176, -0.9974461, 1.043408, Inferred, 1.00774, -0.6732309, 1.539572, Tracked, 1.063745, -0.9285199, 1.604363, Inferred, 1.154606, -1.255431, 1.717797, Inferred, 1.188823, -1.295878, 1.618034, Inferred, 0.9586958, -0.1162672, 1.497413, Tracked, 0.8099108, -0.6412899, 1.140325, Inferred, 0.8339301, -0.6097109, 1.180398, Inferred, 0.7779014, -0.6829032, 1.176788, Inferred, 0.7968261, -0.6284914, 1.22604, Tracked,
Kinect 2: 8.4832868, 0.9351392, -0.6825337, 1.546453, Tracked, 0.9542205, -0.3560377, 1.522975, Tracked, 0.9655384, -0.03757496, 1.485302, Tracked, 1.068083, -0.1042407, 1.461183, Inferred, 0.8965657, -0.1641789, 1.411949, Tracked, 0.8526382, -0.390659, 1.289092, Tracked, 0.8431302, -0.5700219, 1.181517, Inferred, 0.8288692, -0.6011197, 1.180468, Inferred, 1.039733, -0.1721778, 1.460319, Inferred, 0.9251691, -0.3668564, 1.32374, Inferred, 0.8298549, -0.5811858, 1.219206, Tracked, 0.8162202, -0.6177676, 1.204759, Tracked, 0.8238742, -0.6643406, 1.489952, Tracked, 1.032223, -0.8028903, 1.329375, Inferred, 1.304861, -0.986764, 1.166175, Inferred, 1.329982, -0.9860246, 1.050086, Inferred, 1.009317, -0.6736154, 1.541491, Tracked, 1.064311, -0.9298644, 1.604602, Inferred, 1.153928, -1.257934, 1.715956, Inferred, 1.185828, -1.298973, 1.615127, Inferred, 0.9640627, -0.1160056, 1.497164, Tracked, 0.8086284, -0.6542249, 1.117321, Inferred, 0.8187446, -0.6026269, 1.18939, Tracked, 0.7952707, -0.6543772, 1.153853, Tracked, 0.8000774, -0.6405648, 1.217, Tracked,
Kinect 2: 8.5163144, 0.9366859, -0.6824378, 1.549436, Tracked, 0.9557273, -0.3560759, 1.52533, Tracked, 0.9664144, -0.0376174, 1.486948, Tracked, 1.065126, -0.1060576, 1.460874, Inferred, 0.897553, -0.1651513, 1.413203, Tracked, 0.8533984, -0.391532, 1.290243, Tracked, 0.8446384, -0.5711386, 1.183133, Inferred, 0.8263195, -0.6014488, 1.180593, Inferred, 1.040608, -0.1722158, 1.461966, Inferred, 0.9260408, -0.3665978, 1.324938, Inferred, 0.8304435, -0.5798385, 1.218233, Tracked, 0.816664, -0.6168979, 1.198023, Tracked, 0.8252885, -0.6646417, 1.49279, Tracked, 1.031689, -0.8041179, 1.329756, Inferred, 1.301935, -0.9890932, 1.163506, Inferred, 1.327008, -0.988457, 1.047434, Inferred, 1.010832, -0.6731372, 1.544474, Tracked, 1.065463, -0.9275827, 1.612528, Inferred, 1.154665, -1.25344, 1.729983, Inferred, 1.187258, -1.295584, 1.630269, Inferred, 0.9651371, -0.1160615, 1.498947, Tracked, 0.8162072, -0.6432948, 1.164354, Inferred, 0.8429088, -0.6071207, 1.19, Inferred, 0.7787117, -0.6783538, 1.158526, Inferred, 0.7925552, -0.625275, 1.223269, Tracked,
Kinect 2: 8.5515146, 0.9377496, -0.6830378, 1.551607, Tracked, 0.9567034, -0.3565986, 1.52711, Tracked, 0.9669608, -0.03797263, 1.488316, Tracked, 1.064806, -0.1067512, 1.461796, Inferred, 0.8985932, -0.1659879, 1.413751, Tracked, 0.8539353, -0.3922261, 1.290686, Tracked, 0.8466671, -0.5684046, 1.189923, Inferred, 0.8295807, -0.5972626, 1.185988, Inferred, 1.041154, -0.1725662, 1.463335, Inferred, 0.9266626, -0.3666677, 1.325821, Inferred, 0.8314813, -0.5802667, 1.219531, Tracked, 0.826419, -0.5746387, 1.220548, Inferred, 0.8264523, -0.6654785, 1.494741, Tracked, 1.032068, -0.8052985, 1.330734, Inferred, 1.301356, -0.9906906, 1.16327, Inferred, 1.326785, -0.9901235, 1.047404, Inferred, 1.011715, -0.6734884, 1.546817, Tracked, 1.054394, -0.8874804, 1.60032, Inferred, 1.15713, -1.262977, 1.737948, Inferred, 1.187465, -1.295637, 1.634884, Inferred, 0.9658226, -0.1164661, 1.500395, Tracked, 0.8107108, -0.6477253, 1.171269, Tracked, 0.8174748, -0.5881551, 1.19945, Tracked, 0.794284, -0.6504033, 1.218642, Tracked, 0.8202863, -0.5469556, 1.262539, Tracked,
Kinect 2: 8.583566, 0.9370725, -0.6836388, 1.552505, Tracked, 0.9555005, -0.358465, 1.527764, Tracked, 0.964413, -0.0420812, 1.488546, Tracked, 1.069586, -0.1042539, 1.463164, Inferred, 0.8991914, -0.1666983, 1.414289, Tracked, 0.8540863, -0.3927891, 1.291087, Tracked, 0.8479821, -0.5698043, 1.190274, Inferred, 0.8301551, -0.599354, 1.18919, Inferred, 1.038611, -0.1766599, 1.463554, Inferred, 0.9247269, -0.3703271, 1.324914, Inferred, 0.8302559, -0.5837502, 1.217653, Tracked, 0.8117074, -0.618023, 1.200633, Tracked, 0.8260227, -0.6658187, 1.495971, Tracked, 1.031923, -0.8060436, 1.332952, Inferred, 1.30155, -0.9919384, 1.166721, Inferred, 1.327348, -0.9914659, 1.051019, Inferred, 1.010674, -0.6744298, 1.547465, Tracked, 1.06237, -0.929513, 1.616058, Inferred, 1.147941, -1.256158, 1.734174, Inferred, 1.180945, -1.298566, 1.634869, Inferred, 0.9637309, -0.1199223, 1.500749, Tracked, 0.8232122, -0.6324238, 1.163898, Inferred, 0.8370647, -0.5866587, 1.207364, Tracked, 0.7913899, -0.6610155, 1.168502, Tracked, 0.7587566, -0.6012278, 1.170667, Tracked,
Kinect 2: 8.6165153, 0.9381114, -0.684007, 1.553796, Tracked, 0.9568574, -0.3584419, 1.529389, Tracked, 0.966128, -0.04125109, 1.490769, Tracked, 1.065508, -0.1071845, 1.463131, Inferred, 0.8998061, -0.1673605, 1.415081, Tracked, 0.8544455, -0.3929994, 1.291476, Tracked, 0.8480812, -0.5679655, 1.192522, Inferred, 0.8273259, -0.5984524, 1.186801, Inferred, 1.040324, -0.175827, 1.465781, Inferred, 0.9261016, -0.3691188, 1.326853, Inferred, 0.8313731, -0.5829158, 1.220635, Tracked, 0.8119217, -0.6189269, 1.20215, Tracked, 0.8270948, -0.6665238, 1.497523, Tracked, 1.031901, -0.8064647, 1.332194, Inferred, 1.300181, -0.9919994, 1.163089, Inferred, 1.326304, -0.9913291, 1.04757, Inferred, 1.011647, -0.6744968, 1.548493, Tracked, 1.052961, -0.888012, 1.604108, Inferred, 1.153419, -1.262744, 1.745263, Inferred, 1.18477, -1.295845, 1.642997, Inferred, 0.96535, -0.1193551, 1.502767, Tracked, 0.816388, -0.6350824, 1.150888, Inferred, 0.8446261, -0.6146405, 1.196, Inferred, 0.7857934, -0.6651679, 1.176612, Tracked, 0.7901266, -0.6132982, 1.229944, Tracked,
Kinect 2: 8.6495812, 0.9404485, -0.68594, 1.556971, Tracked, 0.9585972, -0.3590503, 1.531453, Tracked, 0.9673629, -0.04082652, 1.492115, Tracked, 1.063557, -0.109011, 1.463696, Inferred, 0.9006846, -0.1679132, 1.415949, Tracked, 0.8548208, -0.3933369, 1.292032, Tracked, 0.8474462, -0.5685321, 1.191641, Inferred, 0.8313702, -0.5954709, 1.191166, Inferred, 1.041556, -0.1754001, 1.467131, Inferred, 0.9270098, -0.3683238, 1.327918, Inferred, 0.8320618, -0.5821595, 1.221975, Tracked, 0.8148589, -0.6176274, 1.209172, Tracked, 0.8296028, -0.6687351, 1.500743, Tracked, 1.033643, -0.8081693, 1.33353, Inferred, 1.300996, -0.9930931, 1.162065, Inferred, 1.327119, -0.9924896, 1.046592, Inferred, 1.01376, -0.6760786, 1.551539, Tracked, 1.05489, -0.8900875, 1.606067, Inferred, 1.155034, -1.265646, 1.745402, Inferred, 1.186332, -1.298461, 1.642959, Inferred, 0.9666946, -0.1191701, 1.504242, Tracked, 0.8235077, -0.6341786, 1.169791, Inferred, 0.8370361, -0.599903, 1.2068, Inferred, 0.7843144, -0.6593622, 1.184092, Tracked, 0.7901319, -0.6137848, 1.231358, Tracked,
Kinect 2: 8.6846127, 0.9417129, -0.6870555, 1.559021, Tracked, 0.9598515, -0.3595304, 1.533065, Tracked, 0.968477, -0.04059099, 1.493311, Tracked, 1.062875, -0.1093744, 1.463969, Inferred, 0.9012138, -0.1683218, 1.416539, Tracked, 0.8550686, -0.3939542, 1.292916, Tracked, 0.8483361, -0.5698856, 1.191298, Inferred, 0.8304524, -0.5997576, 1.191852, Inferred, 1.042668, -0.1751619, 1.468329, Inferred, 0.9277472, -0.3677399, 1.328911, Inferred, 0.8323666, -0.5803087, 1.220574, Tracked, 0.8134383, -0.6160915, 1.20401, Tracked, 0.8313529, -0.670316, 1.5049, Tracked, 1.033777, -0.8085462, 1.333486, Inferred, 1.299125, -0.9919747, 1.156797, Inferred, 1.325091, -0.9912347, 1.041276, Inferred, 1.014614, -0.6767923, 1.552229, Tracked, 1.055983, -0.8905533, 1.607169, Inferred, 1.156536, -1.265717, 1.747182, Inferred, 1.188086, -1.29855, 1.644908, Inferred, 0.9678545, -0.1191158, 1.505529, Tracked, 0.8275808, -0.6428802, 1.172033, Inferred, 0.8460507, -0.625471, 1.187571, Inferred, 0.7559068, -0.7007235, 1.183634, Inferred, 0.7879398, -0.62501, 1.2244, Tracked,
