Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 3.6238464, 0.3645559, -0.4235815, 1.492883, Tracked, 0.4947212, -0.08405452, 1.570607, Tracked, 0.6126243, 0.2390203, 1.632044, Tracked, 0.7212633, 0.3253785, 1.682681, Tracked, 0.4245282, 0.1533839, 1.504198, Tracked, 0.261508, 0.01054759, 1.397281, Tracked, 0.29235, -0.1655749, 1.321978, Tracked, 0.3035349, -0.2127895, 1.349236, Inferred, 0.6699563, -0.003870377, 1.689655, Inferred, 0.6190253, -0.2551397, 1.635199, Tracked, 0.5537925, -0.3474111, 1.472529, Tracked, 0.5054034, -0.37521, 1.439628, Tracked, 0.2931291, -0.379531, 1.427485, Tracked, 0.1851589, -0.617279, 1.291964, Tracked, 0.02704146, -1.002003, 1.131284, Inferred, 0.07383676, -1.009816, 1.010926, Inferred, 0.4176309, -0.4460953, 1.482013, Tracked, 0.4283789, -0.7130472, 1.40916, Tracked, 0.4601169, -1.14568, 1.348551, Inferred, 0.5134319, -1.155074, 1.239239, Inferred, 0.5847798, 0.1601452, 1.618917, Tracked, 0.2954572, -0.2551925, 1.336021, Tracked, 0.3533647, -0.1841609, 1.358844, Tracked, 0.4812066, -0.4232142, 1.402824, Tracked, 0.4661056, -0.3083796, 1.381304, Tracked,
Kinect 2: 3.6569605, 0.3655435, -0.4242805, 1.493704, Tracked, 0.4946955, -0.08401156, 1.571718, Tracked, 0.6116827, 0.2399987, 1.634227, Tracked, 0.7206359, 0.3259668, 1.684268, Tracked, 0.4242394, 0.1535957, 1.50677, Tracked, 0.2616287, 0.01082103, 1.399508, Tracked, 0.3075123, -0.2012762, 1.342505, Tracked, 0.3162578, -0.2616966, 1.366403, Inferred, 0.6698254, -0.003960507, 1.689708, Tracked, 0.6188348, -0.2552575, 1.635518, Tracked, 0.532066, -0.4433801, 1.47433, Tracked, 0.4933895, -0.4994886, 1.421635, Tracked, 0.2935815, -0.380248, 1.428945, Tracked, 0.2063763, -0.6362009, 1.333638, Tracked, 0.08353584, -1.04129, 1.239128, Inferred, 0.1289726, -1.06412, 1.120178, Inferred, 0.4193099, -0.4469187, 1.482516, Tracked, 0.4218871, -0.715463, 1.442208, Tracked, 0.4411851, -1.150767, 1.433326, Inferred, 0.4955344, -1.166544, 1.325541, Inferred, 0.5840672, 0.1608638, 1.620855, Tracked, 0.3268467, -0.3214529, 1.344252, Tracked, 0.3764525, -0.2382054, 1.375924, Tracked, 0.460355, -0.562923, 1.394197, Tracked, 0.459489, -0.4602386, 1.399622, Tracked,
Kinect 2: 3.6900057, 0.36674, -0.4248925, 1.4938, Tracked, 0.4946749, -0.08408524, 1.571878, Tracked, 0.6108102, 0.2401202, 1.63474, Tracked, 0.7189766, 0.3269442, 1.685328, Tracked, 0.4236796, 0.1537698, 1.507589, Tracked, 0.2617606, 0.01044401, 1.401264, Tracked, 0.3077576, -0.2012148, 1.342504, Tracked, 0.3171077, -0.2613768, 1.366667, Inferred, 0.6691014, -0.004526476, 1.689285, Inferred, 0.6181375, -0.2558648, 1.635374, Inferred, 0.5315715, -0.4437934, 1.473839, Tracked, 0.4926664, -0.5004478, 1.418029, Tracked, 0.29437, -0.3810706, 1.429459, Tracked, 0.2059766, -0.6360271, 1.330899, Tracked, 0.08130641, -1.039613, 1.231274, Inferred, 0.1264865, -1.061605, 1.111811, Inferred, 0.4209665, -0.4473042, 1.482236, Tracked, 0.4240659, -0.7158664, 1.429363, Tracked, 0.4441306, -1.151143, 1.400473, Inferred, 0.4977595, -1.164376, 1.291623, Inferred, 0.5834699, 0.1609221, 1.621284, Tracked, 0.3303419, -0.321093, 1.346302, Tracked, 0.3767046, -0.238405, 1.375417, Tracked, 0.4609303, -0.5599403, 1.388775, Tracked, 0.4602373, -0.4597266, 1.3984, Tracked,
Kinect 2: 3.724042, 0.367249, -0.4249534, 1.493902, Tracked, 0.4945533, -0.08395551, 1.572351, Tracked, 0.6096966, 0.2406868, 1.636071, Tracked, 0.7186677, 0.3265678, 1.685713, Tracked, 0.4231894, 0.153808, 1.508214, Tracked, 0.261707, 0.01008461, 1.401956, Tracked, 0.308001, -0.2011823, 1.342357, Tracked, 0.3180873, -0.2594369, 1.36568, Inferred, 0.668595, -0.004646798, 1.689422, Inferred, 0.6175776, -0.2560077, 1.635744, Inferred, 0.5313941, -0.4438666, 1.473917, Tracked, 0.4940729, -0.499458, 1.421246, Tracked, 0.2948385, -0.3811301, 1.429443, Tracked, 0.2057664, -0.6354954, 1.328963, Tracked, 0.08005343, -1.038175, 1.22632, Inferred, 0.1251577, -1.059643, 1.106582, Inferred, 0.4214237, -0.4473482, 1.482511, Tracked, 0.4241382, -0.7159332, 1.429691, Tracked, 0.4436148, -1.151245, 1.400877, Inferred, 0.4972756, -1.164404, 1.291986, Inferred, 0.5826035, 0.1613917, 1.622422, Tracked, 0.3299459, -0.3157803, 1.344822, Tracked, 0.3774055, -0.2362207, 1.374233, Tracked, 0.4615201, -0.5609996, 1.390568, Tracked, 0.459423, -0.4607321, 1.399278, Tracked,
Kinect 2: 3.7580238, 0.3692147, -0.4249522, 1.495128, Tracked, 0.4945731, -0.08384708, 1.57326, Tracked, 0.6085077, 0.2409143, 1.637076, Tracked, 0.7174132, 0.3268244, 1.686761, Tracked, 0.422919, 0.1545879, 1.511764, Tracked, 0.2617283, 0.0107959, 1.404349, Tracked, 0.3086852, -0.2017933, 1.342642, Tracked, 0.317698, -0.2670252, 1.36684, Tracked, 0.6684123, -0.004622707, 1.689496, Tracked, 0.6234339, -0.2569425, 1.635633, Tracked, 0.5229426, -0.4158168, 1.451006, Tracked, 0.5208901, -0.4653923, 1.437729, Tracked, 0.2964369, -0.3812659, 1.431065, Tracked, 0.206442, -0.6350577, 1.329149, Tracked, 0.07934071, -1.036859, 1.224236, Inferred, 0.1237884, -1.057683, 1.103826, Inferred, 0.4235972, -0.4471987, 1.483451, Tracked, 0.4261539, -0.7158232, 1.432171, Tracked, 0.4454619, -1.151194, 1.40579, Inferred, 0.4987512, -1.164417, 1.296538, Inferred, 0.581732, 0.1616044, 1.623414, Tracked, 0.3303883, -0.3329721, 1.343792, Tracked, 0.3747484, -0.2455321, 1.377233, Tracked, 0.5235391, -0.5283952, 1.415927, Tracked, 0.4875895, -0.4626096, 1.400316, Tracked,
Kinect 2: 3.7900082, 0.3697816, -0.4251422, 1.495423, Tracked, 0.494342, -0.08368812, 1.573701, Tracked, 0.60694, 0.2417575, 1.637806, Tracked, 0.7164053, 0.3269788, 1.687787, Tracked, 0.4225937, 0.1546137, 1.512287, Tracked, 0.261384, 0.00895772, 1.406584, Tracked, 0.3090015, -0.2017575, 1.343356, Tracked, 0.3188412, -0.2661404, 1.368719, Tracked, 0.667758, -0.004169721, 1.689517, Inferred, 0.624983, -0.2567778, 1.635383, Inferred, 0.5197526, -0.4159729, 1.453745, Inferred, 0.5222658, -0.4643076, 1.437106, Tracked, 0.2970066, -0.3816772, 1.431898, Tracked, 0.2069353, -0.6350219, 1.328083, Tracked, 0.07970978, -1.03615, 1.22019, Inferred, 0.1241791, -1.056438, 1.099579, Inferred, 0.4241681, -0.4472427, 1.483436, Tracked, 0.4266498, -0.7158362, 1.430095, Tracked, 0.4458421, -1.151148, 1.400428, Inferred, 0.4990722, -1.163893, 1.291018, Inferred, 0.5805169, 0.1622646, 1.62412, Tracked, 0.3279336, -0.3340791, 1.344056, Tracked, 0.3771498, -0.2491096, 1.377014, Tracked, 0.5264815, -0.5307279, 1.418862, Tracked, 0.4896241, -0.459082, 1.40071, Tracked,
Kinect 2: 3.8237852, 0.3722552, -0.4257099, 1.497433, Tracked, 0.4947354, -0.08363722, 1.575444, Tracked, 0.6063052, 0.2421297, 1.639205, Tracked, 0.7160052, 0.3270454, 1.688614, Tracked, 0.4222168, 0.1547109, 1.514758, Tracked, 0.2612947, 0.008240351, 1.409524, Tracked, 0.3105313, -0.2024384, 1.345394, Tracked, 0.3194943, -0.2689814, 1.372358, Tracked, 0.6675764, -0.003971348, 1.690069, Inferred, 0.6390668, -0.2606708, 1.67402, Tracked, 0.5462018, -0.4350844, 1.500532, Tracked, 0.5040753, -0.491055, 1.42964, Tracked, 0.2986709, -0.3820899, 1.433153, Tracked, 0.2094894, -0.6364383, 1.332722, Tracked, 0.08371086, -1.039099, 1.230133, Inferred, 0.1279248, -1.059893, 1.109588, Inferred, 0.4272726, -0.4479207, 1.486345, Tracked, 0.4248023, -0.7167924, 1.436629, Tracked, 0.4363625, -1.15256, 1.412667, Inferred, 0.4892037, -1.166445, 1.303028, Inferred, 0.5800641, 0.1625816, 1.625591, Tracked, 0.329262, -0.3403219, 1.348831, Tracked, 0.376631, -0.2549514, 1.379016, Tracked, 0.4735571, -0.5396029, 1.405752, Tracked, 0.4723263, -0.452593, 1.407637, Tracked,
Kinect 2: 3.8570118, 0.3734088, -0.4257675, 1.497717, Tracked, 0.4948196, -0.08353893, 1.575949, Tracked, 0.6055599, 0.2424108, 1.640041, Tracked, 0.7154863, 0.327024, 1.689873, Tracked, 0.4218903, 0.1545671, 1.514912, Tracked, 0.2612785, 0.008204497, 1.409564, Tracked, 0.3106417, -0.202392, 1.345346, Tracked, 0.3215161, -0.2622358, 1.369381, Tracked, 0.6672238, -0.003795265, 1.690425, Inferred, 0.6389892, -0.2605225, 1.673981, Inferred, 0.545644, -0.4307902, 1.496454, Tracked, 0.5553207, -0.5098494, 1.45838, Tracked, 0.2995186, -0.3821551, 1.433171, Tracked, 0.2098863, -0.6361967, 1.331942, Tracked, 0.08343129, -1.038408, 1.228085, Inferred, 0.1276749, -1.058999, 1.10747, Inferred, 0.4286288, -0.4479446, 1.486968, Tracked, 0.4252527, -0.7168488, 1.436773, Tracked, 0.4354326, -1.15266, 1.41203, Inferred, 0.4882997, -1.166495, 1.302374, Inferred, 0.5795422, 0.162822, 1.626343, Tracked, 0.328338, -0.3218963, 1.345928, Tracked, 0.37912, -0.2370593, 1.376868, Tracked, 0.5367833, -0.535897, 1.392948, Tracked, 0.5195472, -0.4621263, 1.416375, Tracked,
Kinect 2: 3.890893, 0.375808, -0.4246078, 1.500376, Tracked, 0.4949689, -0.08336171, 1.577587, Tracked, 0.6044886, 0.2419893, 1.641029, Tracked, 0.7144208, 0.3265359, 1.690729, Tracked, 0.4250804, 0.1549124, 1.52783, Tracked, 0.2611363, 0.01468562, 1.418254, Tracked, 0.3115489, -0.2063675, 1.348877, Tracked, 0.3169213, -0.2790473, 1.367709, Tracked, 0.6672798, -0.00405284, 1.69173, Tracked, 0.639151, -0.2607893, 1.674396, Inferred, 0.5461145, -0.4319656, 1.49763, Tracked, 0.5044289, -0.4885733, 1.429312, Tracked, 0.3024799, -0.3809367, 1.437384, Tracked, 0.2103154, -0.6353737, 1.332366, Tracked, 0.08135115, -1.033865, 1.223573, Inferred, 0.1237004, -1.052939, 1.101235, Inferred, 0.4303504, -0.4469487, 1.488378, Tracked, 0.428188, -0.7158478, 1.438936, Tracked, 0.440317, -1.151614, 1.415393, Inferred, 0.4918582, -1.165049, 1.304511, Inferred, 0.5787545, 0.1625751, 1.627435, Tracked, 0.3314006, -0.3443936, 1.344247, Tracked, 0.3715753, -0.2605818, 1.387197, Tracked, 0.4752083, -0.5384237, 1.403002, Tracked, 0.4755411, -0.445254, 1.408389, Tracked,
Kinect 2: 3.9238304, 0.3762623, -0.4244266, 1.501013, Tracked, 0.4949386, -0.08332749, 1.578513, Tracked, 0.6038961, 0.2417715, 1.641843, Tracked, 0.7133731, 0.3268152, 1.691718, Tracked, 0.4238029, 0.1550381, 1.528572, Tracked, 0.2612641, 0.01405634, 1.41917, Tracked, 0.312535, -0.207026, 1.350856, Tracked, 0.3202036, -0.2787624, 1.36886, Inferred, 0.668611, -0.005530143, 1.696309, Tracked, 0.6406341, -0.262253, 1.677547, Inferred, 0.5470888, -0.4321319, 1.499751, Tracked, 0.5070913, -0.4883953, 1.431162, Tracked, 0.302953, -0.3808804, 1.439249, Tracked, 0.2092688, -0.630729, 1.325472, Tracked, 0.07653979, -1.026457, 1.2019, Inferred, 0.119142, -1.043649, 1.07896, Inferred, 0.4307733, -0.4466997, 1.488396, Tracked, 0.4301959, -0.715537, 1.438963, Tracked, 0.4448167, -1.151199, 1.415447, Inferred, 0.4968344, -1.164493, 1.304948, Inferred, 0.5782616, 0.1624318, 1.628304, Tracked, 0.3371957, -0.3445432, 1.347442, Tracked, 0.3748369, -0.252487, 1.384927, Tracked, 0.4748497, -0.5356336, 1.402557, Tracked, 0.4799583, -0.4452695, 1.408748, Tracked,
Kinect 2: 3.9569948, 0.3767498, -0.424742, 1.499851, Tracked, 0.4949536, -0.08334916, 1.578488, Tracked, 0.603751, 0.2417414, 1.642051, Tracked, 0.7130536, 0.3269658, 1.692742, Tracked, 0.421158, 0.1538414, 1.520227, Tracked, 0.2602199, 0.01058836, 1.410407, Tracked, 0.3104089, -0.2047419, 1.342272, Tracked, 0.3229935, -0.2643589, 1.35807, Tracked, 0.6694387, -0.005965169, 1.6978, Inferred, 0.6415961, -0.262689, 1.678658, Inferred, 0.5472523, -0.431297, 1.500021, Tracked, 0.5061308, -0.4883707, 1.423293, Tracked, 0.3038478, -0.3810745, 1.436792, Tracked, 0.1973572, -0.6159191, 1.292389, Tracked, 0.0417222, -0.9961696, 1.117443, Inferred, 0.08751389, -1.000157, 0.9955961, Inferred, 0.4309598, -0.4470139, 1.487851, Tracked, 0.4296914, -0.7149308, 1.417465, Tracked, 0.4430587, -1.149065, 1.360579, Inferred, 0.4951796, -1.158694, 1.249679, Inferred, 0.5781723, 0.1624081, 1.628417, Tracked, 0.3306443, -0.3196775, 1.336191, Tracked, 0.3844127, -0.2405006, 1.368187, Tracked, 0.4723779, -0.5313258, 1.392521, Tracked, 0.4735604, -0.4472876, 1.40225, Tracked,
Kinect 2: 3.989848, 0.3768944, -0.4255291, 1.499322, Tracked, 0.4949403, -0.08357535, 1.578569, Tracked, 0.6035519, 0.2416083, 1.642536, Tracked, 0.7126752, 0.3270221, 1.693284, Tracked, 0.4205361, 0.1534822, 1.519396, Tracked, 0.2596735, 0.00645914, 1.409662, Tracked, 0.3101987, -0.2040032, 1.342549, Tracked, 0.3234037, -0.2654649, 1.366865, Inferred, 0.6701189, -0.006493318, 1.699407, Inferred, 0.6393176, -0.2626187, 1.667455, Tracked, 0.5446231, -0.4348077, 1.492628, Tracked, 0.5040773, -0.4915656, 1.423786, Tracked, 0.3040971, -0.3822129, 1.435571, Tracked, 0.2055015, -0.626401, 1.308418, Tracked, 0.06243932, -1.021239, 1.161157, Inferred, 0.1089093, -1.028563, 1.040696, Inferred, 0.4309815, -0.4475224, 1.487713, Tracked, 0.4278179, -0.7154106, 1.416297, Tracked, 0.4382143, -1.149511, 1.357751, Inferred, 0.4904643, -1.159165, 1.246921, Inferred, 0.5780072, 0.1622487, 1.628789, Tracked, 0.3303984, -0.3284101, 1.343198, Tracked, 0.3817234, -0.2435145, 1.37345, Tracked, 0.4693958, -0.5405247, 1.396067, Tracked, 0.470861, -0.4507376, 1.401643, Tracked,
Kinect 2: 4.0248083, 0.37737, -0.4253482, 1.500388, Tracked, 0.4951867, -0.08353627, 1.580275, Tracked, 0.6033914, 0.2414961, 1.64457, Tracked, 0.7124729, 0.3269184, 1.69494, Tracked, 0.4206285, 0.1535476, 1.520645, Tracked, 0.2600531, 0.006156235, 1.412495, Tracked, 0.3080066, -0.1892274, 1.351751, Tracked, 0.3184954, -0.2478133, 1.376612, Inferred, 0.6711401, -0.006922999, 1.702796, Inferred, 0.638569, -0.2624516, 1.664519, Tracked, 0.5440137, -0.4361962, 1.49124, Tracked, 0.5032087, -0.4899137, 1.430989, Tracked, 0.3043664, -0.3819628, 1.435939, Tracked, 0.2100305, -0.632232, 1.324663, Tracked, 0.0764026, -1.028647, 1.20498, Inferred, 0.1207273, -1.047244, 1.083534, Inferred, 0.4316158, -0.4475411, 1.489884, Tracked, 0.4367504, -0.715989, 1.447183, Tracked, 0.4603705, -1.151112, 1.434417, Inferred, 0.5148875, -1.165218, 1.326234, Inferred, 0.5778968, 0.1621871, 1.630809, Tracked, 0.3311457, -0.3129002, 1.353995, Tracked, 0.3747259, -0.2259711, 1.385481, Tracked, 0.4736226, -0.5449605, 1.406006, Tracked, 0.469417, -0.4530489, 1.407693, Tracked,
Kinect 2: 4.0568258, 0.377746, -0.4248704, 1.500958, Tracked, 0.4952137, -0.08336684, 1.580966, Tracked, 0.6030452, 0.2414059, 1.645376, Tracked, 0.7124206, 0.3264391, 1.696459, Tracked, 0.4222385, 0.1539782, 1.525653, Tracked, 0.2606677, 0.006457577, 1.416399, Tracked, 0.308811, -0.1893292, 1.35442, Tracked, 0.3172738, -0.2551544, 1.376438, Inferred, 0.6711193, -0.006906665, 1.702845, Tracked, 0.6368764, -0.2618406, 1.659764, Inferred, 0.5427629, -0.4376862, 1.48848, Tracked, 0.5034282, -0.4935942, 1.428491, Tracked, 0.3045053, -0.3813033, 1.437946, Tracked, 0.2076682, -0.6298426, 1.323168, Tracked, 0.06748416, -1.03143, 1.195722, Inferred, 0.1136065, -1.041164, 1.075556, Inferred, 0.4322102, -0.4469894, 1.489724, Tracked, 0.4388079, -0.7153844, 1.438985, Tracked, 0.4646679, -1.150364, 1.41344, Inferred, 0.5183097, -1.162584, 1.304175, Inferred, 0.5776192, 0.1621719, 1.631605, Tracked, 0.3336333, -0.3276292, 1.353745, Tracked, 0.3736444, -0.2436641, 1.388673, Tracked, 0.4702078, -0.5499083, 1.399812, Tracked, 0.4639067, -0.4590079, 1.408551, Tracked,
Kinect 2: 4.0898946, 0.3781033, -0.4257864, 1.501199, Tracked, 0.4951241, -0.08383259, 1.58136, Tracked, 0.6025137, 0.2411763, 1.645917, Tracked, 0.7119533, 0.3260942, 1.697264, Tracked, 0.421979, 0.1536037, 1.524997, Tracked, 0.2604733, 0.005534308, 1.416014, Tracked, 0.3100192, -0.1936836, 1.352537, Tracked, 0.323758, -0.247378, 1.374558, Inferred, 0.6709802, -0.006948805, 1.702871, Inferred, 0.6369852, -0.2619043, 1.659748, Tracked, 0.5430624, -0.4377926, 1.488404, Tracked, 0.5037325, -0.4938231, 1.427568, Tracked, 0.3052569, -0.3825691, 1.436825, Tracked, 0.2078289, -0.6312434, 1.323415, Tracked, 0.06945945, -1.025236, 1.200349, Inferred, 0.112916, -1.043177, 1.078085, Inferred, 0.43234, -0.4482825, 1.491477, Tracked, 0.4356779, -0.7167492, 1.435318, Tracked, 0.4563824, -1.151847, 1.401117, Inferred, 0.5096765, -1.163418, 1.291396, Inferred, 0.5771886, 0.1618872, 1.632114, Tracked, 0.3266712, -0.3045754, 1.35062, Tracked, 0.3823306, -0.224484, 1.380574, Tracked, 0.4709246, -0.5492327, 1.399157, Tracked, 0.46779, -0.455294, 1.405352, Tracked,
Kinect 2: 4.1229115, 0.378252, -0.4259322, 1.501164, Tracked, 0.4951813, -0.08413263, 1.581704, Tracked, 0.6023201, 0.2406159, 1.646948, Tracked, 0.7113519, 0.3259697, 1.698331, Tracked, 0.4211595, 0.1533351, 1.524337, Tracked, 0.2604524, 0.0055163, 1.415901, Tracked, 0.3103859, -0.1954202, 1.351007, Tracked, 0.323348, -0.2501623, 1.372155, Inferred, 0.6709816, -0.007186289, 1.703162, Inferred, 0.637487, -0.2621913, 1.660046, Inferred, 0.5433262, -0.4379318, 1.488677, Tracked, 0.5021015, -0.4932126, 1.427027, Tracked, 0.3053318, -0.3828431, 1.436873, Tracked, 0.2073671, -0.6310002, 1.322251, Tracked, 0.06816383, -1.02421, 1.197277, Inferred, 0.1116641, -1.041877, 1.074921, Inferred, 0.4325882, -0.4482912, 1.491228, Tracked, 0.4321621, -0.7169341, 1.434306, Tracked, 0.4469865, -1.152298, 1.398854, Inferred, 0.5001302, -1.16412, 1.288973, Inferred, 0.5770488, 0.1613993, 1.63296, Tracked, 0.3299797, -0.3078295, 1.350097, Tracked, 0.3822732, -0.2239947, 1.378969, Tracked, 0.4694861, -0.5497392, 1.397631, Tracked, 0.4714865, -0.4525655, 1.406962, Tracked,
Kinect 2: 4.1578559, 0.3790475, -0.425438, 1.503306, Tracked, 0.4952196, -0.08416583, 1.583684, Tracked, 0.6017397, 0.2402489, 1.648558, Tracked, 0.710621, 0.3257337, 1.699476, Tracked, 0.4214391, 0.1537169, 1.529894, Tracked, 0.2600147, 0.00623821, 1.420111, Tracked, 0.3129387, -0.2026136, 1.356113, Tracked, 0.3218696, -0.2720994, 1.378129, Inferred, 0.6718594, -0.009865667, 1.706722, Tracked, 0.6373776, -0.2637356, 1.655048, Tracked, 0.5427338, -0.4418237, 1.486537, Tracked, 0.5039741, -0.4964608, 1.432925, Tracked, 0.305994, -0.3823051, 1.440963, Tracked, 0.2100251, -0.6320488, 1.329733, Tracked, 0.07390368, -1.027663, 1.210105, Inferred, 0.1172338, -1.045835, 1.087827, Inferred, 0.4331946, -0.4478424, 1.491853, Tracked, 0.4347347, -0.7164993, 1.438528, Tracked, 0.4526789, -1.151888, 1.408816, Inferred, 0.5058095, -1.164057, 1.298974, Inferred, 0.5765755, 0.1611124, 1.634685, Tracked, 0.3389213, -0.3427725, 1.356114, Tracked, 0.3756683, -0.2455937, 1.395567, Tracked, 0.47146, -0.5546447, 1.403432, Tracked, 0.4667694, -0.4590271, 1.409721, Tracked,
Kinect 2: 4.1892339, 0.3794279, -0.4250799, 1.503531, Tracked, 0.4953379, -0.08408841, 1.584054, Tracked, 0.6016327, 0.2401059, 1.649097, Tracked, 0.7104287, 0.325657, 1.700536, Tracked, 0.4219401, 0.1535521, 1.530401, Tracked, 0.2603502, 0.007462691, 1.420839, Tracked, 0.3132696, -0.2035636, 1.355145, Tracked, 0.3246569, -0.2707647, 1.370312, Tracked, 0.6726811, -0.009733298, 1.708605, Tracked, 0.6377065, -0.2630929, 1.653713, Inferred, 0.5428934, -0.4416418, 1.485809, Tracked, 0.5029277, -0.4962483, 1.42748, Tracked, 0.3063315, -0.3819169, 1.441351, Tracked, 0.2032198, -0.626401, 1.320181, Tracked, 0.05318344, -1.021676, 1.182439, Inferred, 0.09879711, -1.030269, 1.061423, Inferred, 0.4336037, -0.4474207, 1.491772, Tracked, 0.4345828, -0.716013, 1.434579, Tracked, 0.4516312, -1.151265, 1.398703, Inferred, 0.5047158, -1.16278, 1.288717, Inferred, 0.5765171, 0.1610339, 1.635182, Tracked, 0.3407985, -0.3356095, 1.349408, Tracked, 0.3803618, -0.2436088, 1.388328, Tracked, 0.4684508, -0.5530047, 1.394428, Tracked, 0.4706096, -0.4539992, 1.407281, Tracked,
Kinect 2: 4.2239931, 0.3806764, -0.4249796, 1.50492, Tracked, 0.4959566, -0.08412857, 1.585744, Tracked, 0.6016411, 0.2399928, 1.650875, Tracked, 0.710284, 0.325684, 1.702282, Tracked, 0.4216208, 0.1535868, 1.53092, Tracked, 0.2605856, 0.006770517, 1.42212, Tracked, 0.3133713, -0.2036737, 1.355268, Tracked, 0.327921, -0.2700656, 1.378944, Inferred, 0.6735321, -0.008910529, 1.710984, Tracked, 0.6380422, -0.2619605, 1.654415, Tracked, 0.5438256, -0.4416723, 1.487481, Tracked, 0.5059326, -0.4961762, 1.434906, Tracked, 0.3071253, -0.3819124, 1.44182, Tracked, 0.2139631, -0.6411628, 1.343647, Tracked, 0.08620254, -1.038872, 1.247155, Inferred, 0.1302942, -1.060341, 1.126637, Inferred, 0.4351106, -0.4470793, 1.493979, Tracked, 0.4382899, -0.7157133, 1.443189, Tracked, 0.4588637, -1.151044, 1.417516, Inferred, 0.5126107, -1.163531, 1.308246, Inferred, 0.5766473, 0.1609399, 1.636957, Tracked, 0.3341422, -0.3429645, 1.355114, Tracked, 0.3884595, -0.2467361, 1.382328, Tracked, 0.474174, -0.5553377, 1.408133, Tracked, 0.46632, -0.4623797, 1.4131, Tracked,
